id	type	language	license	rightsHolder	accessRights	bibliographicCitation	references	institutionId	datasetName	ownerInstitutionCode	basisOfRecord	occurrenceId	fieldNumber	recordedBy	verbatimEventDate	year	month	day	eventTime	continent	country	countryCode	stateProvince	county	locality	decimalLatitude	decimalLongitude	verbatimLongitude	verbatimLatitude	geodeticDatum	verbatimCoordinateSystem	taxonID	scientificName	higherClassification	kingdom	phylum	class	order	family	genus	specificEpithet	vernacularName	occurrenceRemarks	lifeStage	habitat	sex	eventRemarks	organismRemarks	disposition	fieldNotes
276	event	es	https://creativecommons.org/licenses/by-nc/4.0/	"Ministerio del Ambiente, Agua y Transición Ecológica"	CC BY-NC 4.0	"Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020, Ecuador."	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020	MAAE	HumanObservation	REMACOPSE-2019-04-008		"Ladines, Beatriz"	ND	2019	4	14	ND	South America	Ecuador	EC	Santa Elena	Salinas	La Diablica	-2.29453758	-80.91275011	509701	9746383	WGS84	UTM	ec.bio.spp.45448	Lepidochelys olivacea	Animalia|Chordata|Sauropsida|Testudines|Cheloniidae|Lepidochelys	Animalia	Chordata	Sauropsida	Testudines	Cheloniidae	Lepidochelys	olivacea	Tortuga golfina	Muerto	ND	Playa	hembra	Aparente grado de descomposición	Fractura	Entierro tecnico	
277	event	es	https://creativecommons.org/licenses/by-nc/4.0/	"Ministerio del Ambiente, Agua y Transición Ecológica"	CC BY-NC 4.0	"Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020, Ecuador."	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020	MAAE	HumanObservation	REMACOPSE-2019-04-009		"Ladines, Beatriz"	ND	2019	4	14	ND	South America	Ecuador	EC	Santa Elena	Salinas	Mar Bravo	-2.235407415	-80.96082412	504356	9752919	WGS84	UTM	ec.bio.spp.45448	Lepidochelys olivacea	Animalia|Chordata|Sauropsida|Testudines|Cheloniidae|Lepidochelys	Animalia	Chordata	Sauropsida	Testudines	Cheloniidae	Lepidochelys	olivacea	Tortuga golfina	Muerto	ND	Playa	hembra	Avanzado estado de descomposición	Fractura	Entierro tecnico	
278	event	es	https://creativecommons.org/licenses/by-nc/4.0/	"Ministerio del Ambiente, Agua y Transición Ecológica"	CC BY-NC 4.0	"Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020, Ecuador."	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020	MAAE	HumanObservation	REMACOPSE-2019-04-010		"Ladines, Beatriz"	ND	2019	4	19	ND	South America	Ecuador	EC	Santa Elena	Salinas	Punta Brava	-2.194659449	-81.00223034	ND	ND	WGS84	UTM	ec.bio.spp.45446	Chelonia mydas	Animalia|Chordata|Sauropsida|Testudines|Cheloniidae|Chelonia	Animalia	Chordata	Sauropsida	Testudines	Cheloniidae	Chelonia	mydas	Tortuga verde	Muerto	ND	Playa	hembra	Aparente grado de descomposición	Fractura	Entierro tecnico	
279	event	es	https://creativecommons.org/licenses/by-nc/4.0/	"Ministerio del Ambiente, Agua y Transición Ecológica"	CC BY-NC 4.0	"Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020, Ecuador."	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020	MAAE	HumanObservation	REMACOPSE-2019-04-011		"Ladines, Beatriz"	ND	2019	4	20	ND	South America	Ecuador	EC	Santa Elena	Salinas	Tres cruces	-2.195971291	-81.00189759	499789	9757278	WGS84	UTM	ec.bio.spp.45448	Lepidochelys olivacea	Animalia|Chordata|Sauropsida|Testudines|Cheloniidae|Lepidochelys	Animalia	Chordata	Sauropsida	Testudines	Cheloniidae	Lepidochelys	olivacea	Tortuga golfina	Muerto	ND	Playa	hembra	Avanzado estado de descomposición	Sin identificar	Entierro tecnico	
280	event	es	https://creativecommons.org/licenses/by-nc/4.0/	"Ministerio del Ambiente, Agua y Transición Ecológica"	CC BY-NC 4.0	"Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020, Ecuador."	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020	MAAE	HumanObservation	REMACOPSE-2019-04-012		"Ladines, Beatriz"	ND	2019	4	21	ND	South America	Ecuador	EC	Santa Elena	Salinas	Chipipe	-2.198099	-80.981874	ND	ND	WGS84	UTM	ec.bio.spp.45446	Chelonia mydas	Animalia|Chordata|Sauropsida|Testudines|Cheloniidae|Chelonia	Animalia	Chordata	Sauropsida	Testudines	Cheloniidae	Chelonia	mydas	Tortuga verde	Muerto	ND	Playa	hembra	Fresco	Sin identificar	se encontró plastico en instestinos	
281	event	es	https://creativecommons.org/licenses/by-nc/4.0/	"Ministerio del Ambiente, Agua y Transición Ecológica"	CC BY-NC 4.0	"Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020, Ecuador."	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020	MAAE	HumanObservation	REMACOPSE-2019-04-013		"Ladines, Beatriz"	ND	2019	4	23	ND	South America	Ecuador	EC	Santa Elena	Salinas	Mar Bravo	-2.217385812	-80.97882046	502355	9754911	WGS84	UTM	ec.bio.spp.45448	Lepidochelys olivacea	Animalia|Chordata|Sauropsida|Testudines|Cheloniidae|Lepidochelys	Animalia	Chordata	Sauropsida	Testudines	Cheloniidae	Lepidochelys	olivacea	Tortuga golfina	Muerto	ND	Playa	hembra	Fresco	Fractura y corte	Entierro tecnico	Desmembracion de craneo. Corte en aletas
282	event	es	https://creativecommons.org/licenses/by-nc/4.0/	"Ministerio del Ambiente, Agua y Transición Ecológica"	CC BY-NC 4.0	"Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020, Ecuador."	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020	MAAE	HumanObservation	REMACOPSE-2019-05-004		"Ladines, Beatriz"	ND	2019	5	11	ND	South America	Ecuador	EC	Santa Elena	Salinas	La Diablica	-2.294537584	-80.91281307	509694	9746383	WGS84	UTM	ec.bio.spp.45448	Lepidochelys olivacea	Animalia|Chordata|Sauropsida|Testudines|Cheloniidae|Lepidochelys	Animalia	Chordata	Sauropsida	Testudines	Cheloniidae	Lepidochelys	olivacea	Tortuga golfina	Muerto	ND	Playa	hembra	Aparente grado de descomposición	Corte	Entierro tecnico	
283	event	es	https://creativecommons.org/licenses/by-nc/4.0/	"Ministerio del Ambiente, Agua y Transición Ecológica"	CC BY-NC 4.0	"Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020, Ecuador."	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020	MAAE	HumanObservation	REMACOPSE-2019-05-005		"Ladines, Beatriz"	ND	2019	5	31	ND	South America	Ecuador	EC	Santa Elena	Salinas	Punta Brava	-2.194659449	-81.00223034	ND	ND	WGS84	UTM	ec.bio.spp.45446	Chelonia mydas	Animalia|Chordata|Sauropsida|Testudines|Cheloniidae|Chelonia	Animalia	Chordata	Sauropsida	Testudines	Cheloniidae	Chelonia	mydas	Tortuga verde	Muerto	ND	Playa	hembra	Aparente grado de descomposicion	Sin identificar	Entierro tecnico	
284	event	es	https://creativecommons.org/licenses/by-nc/4.0/	"Ministerio del Ambiente, Agua y Transición Ecológica"	CC BY-NC 4.0	"Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020, Ecuador."	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020	MAAE	HumanObservation	REMACOPSE-2019-04-014		"Ladines, Beatriz"	ND	2019	4	26	ND	South America	Ecuador	EC	Santa Elena	Salinas	Mar Bravo	-2.248480185	-80.9482237	505757	9751474	WGS84	UTM	ec.bio.spp.45446	Chelonia mydas	Animalia|Chordata|Sauropsida|Testudines|Cheloniidae|Chelonia	Animalia	Chordata	Sauropsida	Testudines	Cheloniidae	Chelonia	mydas	Tortuga verde	Muerto	ND	Playa	hembra	Aparente grado de descomposicion	Plastico	Entierro tecnico	
285	event	es	https://creativecommons.org/licenses/by-nc/4.0/	"Ministerio del Ambiente, Agua y Transición Ecológica"	CC BY-NC 4.0	"Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020, Ecuador."	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020	MAAE	HumanObservation	REMACOPSE-2019-06-001		"Ladines, Beatriz"	ND	2019	6	27	ND	South America	Ecuador	EC	Santa Elena	Salinas	Mar Bravo	-2.199499689	-80.99719408	500312	9756888	WGS84	UTM	ec.bio.spp.45446	Chelonia mydas	Animalia|Chordata|Sauropsida|Testudines|Cheloniidae|Chelonia	Animalia	Chordata	Sauropsida	Testudines	Cheloniidae	Chelonia	mydas	Tortuga verde	Muerto	ND	Playa	hembra	Aparente grado de descomposicion	Fractura 	Entierro tecnico	
286	event	es	https://creativecommons.org/licenses/by-nc/4.0/	"Ministerio del Ambiente, Agua y Transición Ecológica"	CC BY-NC 4.0	"Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020, Ecuador."	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020	MAAE	HumanObservation	REMACOPSE-2019-06-002		"Ladines, Beatriz"	ND	2019	6	28	ND	South America	Ecuador	EC	Santa Elena	Salinas	Tres Cruces	-2.189430167	-81.00629529	499300	9758001	WGS84	UTM	ec.bio.spp.45446	Chelonia mydas	Animalia|Chordata|Sauropsida|Testudines|Cheloniidae|Chelonia	Animalia	Chordata	Sauropsida	Testudines	Cheloniidae	Chelonia	mydas	Tortuga verde	Muerto	ND	Playa	hembra	Aparente grado de descomposicion	Anzuelo	Entierro tecnico	
287	event	es	https://creativecommons.org/licenses/by-nc/4.0/	"Ministerio del Ambiente, Agua y Transición Ecológica"	CC BY-NC 4.0	"Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020, Ecuador."	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020	MAAE	HumanObservation	REMACOPSE-2019-07-002		"Ladines, Beatriz"	ND	2019	7	28	ND	South America	Ecuador	EC	Santa Elena	Salinas	Diablica	-2.306008753	-80.90318882	510764	9745115	WGS84	UTM	ec.bio.spp.45446	Chelonia mydas	Animalia|Chordata|Sauropsida|Testudines|Cheloniidae|Chelonia	Animalia	Chordata	Sauropsida	Testudines	Cheloniidae	Chelonia	mydas	Tortuga verde	Muerto	ND	Playa	hembra	Aparente grado de descomposicion	Corte	Entierro tecnico	
288	event	es	https://creativecommons.org/licenses/by-nc/4.0/	"Ministerio del Ambiente, Agua y Transición Ecológica"	CC BY-NC 4.0	"Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020, Ecuador."	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020	MAAE	HumanObservation	REMACOPSE-2019-07-003		"Ladines, Beatriz"	ND	2019	7	28	ND	South America	Ecuador	EC	Santa Elena	Salinas	Mar Bravo	-2.229590227	-80.96665207	503708	9753562	WGS84	UTM	ec.bio.spp.45446	Chelonia mydas	Animalia|Chordata|Sauropsida|Testudines|Cheloniidae|Chelonia	Animalia	Chordata	Sauropsida	Testudines	Cheloniidae	Chelonia	mydas	Tortuga verde	Muerto	ND	Playa	hembra	Aparente grado de descomposicion	Corte	Entierro tecnico	
289	event	es	https://creativecommons.org/licenses/by-nc/4.0/	"Ministerio del Ambiente, Agua y Transición Ecológica"	CC BY-NC 4.0	"Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020, Ecuador."	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020	MAAE	HumanObservation	REMACOPSE-2019-07-004		"Ladines, Beatriz"	ND	2019	7	28	ND	South America	Ecuador	EC	Santa Elena	Salinas	Mar Bravo	-2.258974448	-80.93681934	507025	9750314	WGS84	UTM	ec.bio.spp.45446	Chelonia mydas	Animalia|Chordata|Sauropsida|Testudines|Cheloniidae|Chelonia	Animalia	Chordata	Sauropsida	Testudines	Cheloniidae	Chelonia	mydas	Tortuga verde	Muerto	ND	Playa	hembra	Aparente grado de descomposicion	Corte	Entierro tecnico	
290	event	es	https://creativecommons.org/licenses/by-nc/4.0/	"Ministerio del Ambiente, Agua y Transición Ecológica"	CC BY-NC 4.0	"Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020, Ecuador."	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020	MAAE	HumanObservation	REMACOPSE-2019-07-005		"Ladines, Beatriz"	ND	2019	7	28	ND	South America	Ecuador	EC	Santa Elena	Salinas	Mar Bravo	-2.307555718	-80.90175867	510923	9744944	WGS84	UTM	ec.bio.spp.45446	Chelonia mydas	Animalia|Chordata|Sauropsida|Testudines|Cheloniidae|Chelonia	Animalia	Chordata	Sauropsida	Testudines	Cheloniidae	Chelonia	mydas	Tortuga verde	Muerto	ND	Playa	hembra	Aparente grado de descomposicion	Corte	Entierro tecnico	
291	event	es	https://creativecommons.org/licenses/by-nc/4.0/	"Ministerio del Ambiente, Agua y Transición Ecológica"	CC BY-NC 4.0	"Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020, Ecuador."	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020	MAAE	HumanObservation	REMACOPSE-2019-08-002		"Ladines, Beatriz"	ND	2019	8	27	ND	South America	Ecuador	EC	Santa Elena	Salinas	Tres Cruces	-2.191746254	-81.00379517	499578	9757745	WGS84	UTM	ec.bio.spp.45446	Chelonia mydas	Animalia|Chordata|Sauropsida|Testudines|Cheloniidae|Chelonia	Animalia	Chordata	Sauropsida	Testudines	Cheloniidae	Chelonia	mydas	Tortuga verde	Muerto	ND	Playa	hembra	Avanzado grado descomposicion	Sin identificar	Entierro tecnico	
292	event	es	https://creativecommons.org/licenses/by-nc/4.0/	"Ministerio del Ambiente, Agua y Transición Ecológica"	CC BY-NC 4.0	"Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020, Ecuador."	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020	MAAE	HumanObservation	REMACOPSE-2019-09-002		"Ladines, Beatriz"	ND	2019	9	3	ND	South America	Ecuador	EC	Santa Elena	Salinas	Punta Brava	-2.197056953	-81.00116913	499870	9757158	WGS84	UTM	ec.bio.spp.45448	Lepidochelys olivacea	Animalia|Chordata|Sauropsida|Testudines|Cheloniidae|Lepidochelys	Animalia	Chordata	Sauropsida	Testudines	Cheloniidae	Lepidochelys	olivacea	Tortuga golfina	Muerto	ND	Playa	hembra	Avanzado grado descomposicion	Corte	Entierro tecnico	
293	event	es	https://creativecommons.org/licenses/by-nc/4.0/	"Ministerio del Ambiente, Agua y Transición Ecológica"	CC BY-NC 4.0	"Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020, Ecuador."	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020	MAAE	HumanObservation	REMACOPSE-2019-09-003		"Ladines, Beatriz"	ND	2019	9	6	ND	South America	Ecuador	EC	Santa Elena	Salinas	Mar Bravo	-2.248299235	-80.94804384	505777	9751494	WGS84	UTM	ec.bio.spp.45448	Lepidochelys olivacea	Animalia|Chordata|Sauropsida|Testudines|Cheloniidae|Lepidochelys	Animalia	Chordata	Sauropsida	Testudines	Cheloniidae	Lepidochelys	olivacea	Tortuga golfina	Muerto	ND	Playa	hembra	Avanzado grado descomposicion	Sin identificar	Entierro tecnico	
294	event	es	https://creativecommons.org/licenses/by-nc/4.0/	"Ministerio del Ambiente, Agua y Transición Ecológica"	CC BY-NC 4.0	"Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020, Ecuador."	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020	MAAE	HumanObservation	REMACOPSE-2019-09-004		"Ladines, Beatriz"	ND	2019	9	9	ND	South America	Ecuador	EC	Santa Elena	Salinas	Mar Bravo	-2.2499729	-80.94637096	ND	ND	WGS84	UTM	ec.bio.spp.45446	Chelonia mydas	Animalia|Chordata|Sauropsida|Testudines|Cheloniidae|Chelonia	Animalia	Chordata	Sauropsida	Testudines	Cheloniidae	Chelonia	mydas	Tortuga verde	Muerto	ND	Playa	hembra	Avanzado grado descomposicion	Mutilación	Entierro tecnico	Sin aletas posteriores
295	event	es	https://creativecommons.org/licenses/by-nc/4.0/	"Ministerio del Ambiente, Agua y Transición Ecológica"	CC BY-NC 4.0	"Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020, Ecuador."	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020	MAAE	HumanObservation	REMACOPSE-2019-09-005		"Ladines, Beatriz"	ND	2019	9	10	ND	South America	Ecuador	EC	Santa Elena	Salinas	Mar Bravo	-2.2499729	-80.94637096	ND	ND	WGS84	UTM	ec.bio.spp.45446	Chelonia mydas	Animalia|Chordata|Sauropsida|Testudines|Cheloniidae|Chelonia	Animalia	Chordata	Sauropsida	Testudines	Cheloniidae	Chelonia	mydas	Tortuga verde	Muerto	ND	Playa	hembra	Avanzado grado descomposicion	Corte	Entierro tecnico	aleta derecha con cortes.
296	event	es	https://creativecommons.org/licenses/by-nc/4.0/	"Ministerio del Ambiente, Agua y Transición Ecológica"	CC BY-NC 4.0	"Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020, Ecuador."	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020	MAAE	HumanObservation	REMACOPSE-2019-09-006		"Ladines, Beatriz"	ND	2019	9	10	ND	South America	Ecuador	EC	Santa Elena	Salinas	Diablica	-2.306008753	-80.90318882	ND	ND	WGS84	UTM	ec.bio.spp.45446	Chelonia mydas	Animalia|Chordata|Sauropsida|Testudines|Cheloniidae|Chelonia	Animalia	Chordata	Sauropsida	Testudines	Cheloniidae	Chelonia	mydas	Tortuga verde	Muerto	ND	Playa	hembra	Avanzado grado descomposicion	Plastico	Entierro tecnico	
297	event	es	https://creativecommons.org/licenses/by-nc/4.0/	"Ministerio del Ambiente, Agua y Transición Ecológica"	CC BY-NC 4.0	"Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020, Ecuador."	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020	MAAE	HumanObservation	REMACOPSE-2019-09-007		"Ladines, Beatriz"	ND	2019	9	11	ND	South America	Ecuador	EC	Santa Elena	Salinas	Punta Carnero	-2.276217549	-80.92076468	ND	ND	WGS84	UTM	ec.bio.spp.45446	Chelonia mydas	Animalia|Chordata|Sauropsida|Testudines|Cheloniidae|Chelonia	Animalia	Chordata	Sauropsida	Testudines	Cheloniidae	Chelonia	mydas	Tortuga verde	Muerto	ND	Playa	hembra	Avanzado grado descomposicion	Mutilación	Entierro tecnico	falta cabeza y más del 50% del caparazón.
298	event	es	https://creativecommons.org/licenses/by-nc/4.0/	"Ministerio del Ambiente, Agua y Transición Ecológica"	CC BY-NC 4.0	"Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020, Ecuador."	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020	MAAE	HumanObservation	REMACOPSE-2019-09-008		"Ladines, Beatriz"	ND	2019	9	12	ND	South America	Ecuador	EC	Santa Elena	Salinas	Punta Carnero	-2.276217549	-80.92076468	ND	ND	WGS84	UTM	ec.bio.spp.45448	Lepidochelys olivacea	Animalia|Chordata|Sauropsida|Testudines|Cheloniidae|Lepidochelys	Animalia	Chordata	Sauropsida	Testudines	Cheloniidae	Lepidochelys	olivacea	Tortuga golfina	Muerto	ND	Playa	hembra	Aparente grado de descomposicion	Sin identificar	Entierro tecnico	
299	event	es	https://creativecommons.org/licenses/by-nc/4.0/	"Ministerio del Ambiente, Agua y Transición Ecológica"	CC BY-NC 4.0	"Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020, Ecuador."	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020	MAAE	HumanObservation	REMACOPSE-2019-09-009		"Ladines, Beatriz"	ND	2019	9	15	ND	South America	Ecuador	EC	Santa Elena	Salinas	Mar Bravo	-2.22691231	-80.96881056	503468	9753858	WGS84	UTM	ec.bio.spp.45448	Lepidochelys olivacea	Animalia|Chordata|Sauropsida|Testudines|Cheloniidae|Lepidochelys	Animalia	Chordata	Sauropsida	Testudines	Cheloniidae	Lepidochelys	olivacea	Tortuga golfina	Muerto	ND	Playa	hembra	Avanzado grado descomposicion	Mutilación	Entierro tecnico	
300	event	es	https://creativecommons.org/licenses/by-nc/4.0/	"Ministerio del Ambiente, Agua y Transición Ecológica"	CC BY-NC 4.0	"Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020, Ecuador."	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020	MAAE	HumanObservation	REMACOPSE-2019-09-010		"Ladines, Beatriz"	ND	2019	9	15	ND	South America	Ecuador	EC	Santa Elena	Salinas	Mar Bravo	-2.261145659	-80.93438195	507296	9750074	WGS84	UTM	ec.bio.spp.45448	Lepidochelys olivacea	Animalia|Chordata|Sauropsida|Testudines|Cheloniidae|Lepidochelys	Animalia	Chordata	Sauropsida	Testudines	Cheloniidae	Lepidochelys	olivacea	Tortuga golfina	Muerto	ND	Playa	hembra	Avanzado grado descomposicion	Corte	Entierro tecnico	
